MOVIE NAME,IMDB RATING (out of 10)
Poker,4.7
The Police Women,4.6
The Polo Boat,5.9
Pommy Arrives in Australia,7.3
Poor Jake's Demise,7.0
The Port of Doom,6.3
The Power of Conscience,5.3
The Pride of Angry Bear,5.2
Pride of Lonesome,6.8
Primera comunión de las alumnas de las Escuelas Pías,6.3
The Prince of Evil,5.1
The Princess and the Man,6.0
A Princess of Bagdad,5.1
A Prisoner in the Harem,6.7
A Prisoner of Cabanas,6.2
The Prisoner of Zenda,6.0
Professor Bean's Removal,6.4
The Professor's Daughter,5.4
The Prophecy,4.6
The Secret of the Well,6.6
På livets ödesvägar,6.0
The Quakeress,5.3
A Quiet Little Wedding,5.0
Captive Souls,6.8
That Ragtime Band,6.7
Raja Harishchandra,4.2
The Ranch Owner's Love-Making,7.0
The Ranchero's Revenge,6.2
The Range Law,5.1
Rastus and the Game Cock,6.4
The Rattlesnake,6.8
Rebecca,5.8
The Red Balloons,7.3
A Red Hot Romance,6.7
"Red Margaret, Moonshiner",6.8
Red Sweeney's Mistake,5.4
The Redemption,7.3
"The Reformers; or, the Lost Art of Minding One's Business",4.8
A Regiment of Two,6.6
La reine de Saba,7.4
Religion and Gun Practice,4.8
Retribution,5.5
Retrogression,6.2
The Rich Uncle,4.2
The Life of Richard Wagner,6.6
Riches and Rogues,5.6
Rick's Redemption,6.9
The Riot,4.3
The Road to Ruin,3.6
The Robbers,5.6
Robert's Lesson,5.4
Robin Hood,5.7
Rockefeller,3.7
The Rogues of Paris,6.4
The Romance of Rowena,4.3
Romance of Sunshine Alley,6.9
The Rose of Mexico,6.6
The Rube and the Baron,4.7
The Rural Third Degree,5.7
S1,5.4
Safe in Jail,5.2
The Safety Pin,6.9
Sallie's Sure Shot,6.2
The Sandstorm,7.0
For the Love of a Toreador,7.6
Sapho,4.9
Saved from the Vigilantes,6.0
Saved by Parcel Post,7.2
Saved by the Pony Express,4.8
Saving Mabel's Dad,6.1
A Sawmill Hazard,5.8
Scenes of Other Days,6.0
Schnitz the Tailor,7.0
"The Black Ball; or, Vengeance Bequeathed",6.2
The Sea Urchin,7.0
The Sea Wolf,6.8
The Seed of the Fathers,6.5
The Shadow,6.8
Shadows of the Moulin Rouge,5.9
The Shame of the Empire State,5.9
The Shattered Vase,7.0
The Sheriff and the Rustler,6.6
The Sheriff of Yavapai County,6.3
The Sheriff's Baby,6.8
The Sheriff's Child,7.1
The Sheriff's Honeymoon,7.0
The Sheriff's Story,7.4
Shon the Piper,7.7
The Shotgun Man and the Stage Driver,6.4
Silvia Silombra,5.5
The Sins of the Father,3.1
A Sister to Carmen,6.2
Sixty Years a Queen,6.4
The Sleuths at the Floral Parade,6.0
A Small Time Act,6.9
The Snare of Fate,5.1
The Snare,7.1
So Runs the Way,5.8
Sodoms Ende,6.9
The Sparrow,6.3
Solitaires,7.7
Some Nerve,7.5
Ein Sommernachtstraum in unserer Zeit,6.4
Song Bird of the North,6.1
Songs of Truce,6.8
The Sorrowful Shore,7.6
Den sorte familie,6.6
The Soubrette,6.8
A Soul in Bondage,6.4
The Spanish Parrot Girl,5.9
The Spectre Bridegroom,6.2
The Speed Kings,5.9
The Speed Queen,6.7
The Spirit of the Flag,6.5
A Splendid Scapegrace,5.8
The Spy's Defeat,6.2
The Star of India,4.6
Starving for Love,6.8
Statistinnen des Lebens,6.3
The Stigma,6.8
The Still Voice,6.2
The Stolen Bride,6.4
The Stolen Loaf,6.3
The Stolen Moccasins,2.5
The Stolen Purse,6.0
The Stolen Treaty,7.3
The Stranglers of Paris,5.7
Strictly Business,6.5
A Strong Revenge,6.1
The Struggle,5.5
The Student of Prague,7.3
A Substitute for Peroxide,6.4
The Subway,4.5
The Sultan's Harem,4.6
Die Sumpfblume,5.3
Suspense,3.3
The Swan Girl,6.3
A Sweet Deception,2.4
The Switch Tower,5.2
The Taming of Texas Pete,6.4
A Tammany Boarder,5.9
A Tangled Affair,6.4
Die Tangokönigin,4.6
Tapped Wires,6.5
The Tattoo Mark,6.3
The Tattooed Arm,5.3
The Telephone Girl and the Lady,7.0
The Telltale Light,4.8
Ten Nights in a Barroom,6.7
The Tender Hearted Boy,5.1
A Tender-Hearted Crook,8.2
The Terrible Vengeance,6.2
Tess of the D'Urbervilles,6.2
That Crying Baby,6.6
That Other Girl,5.9
Thaw and the Lasso,6.5
Thaw and the Spider,4.6
Their Husbands,5.5
Their Stepmother,5.9
The Third Degree,6.5
The Thirteenth Man,5.2
"Thor, Lord of the Jungles",6.0
Those Good Old Days,6.8
Those Little Flowers,6.9
Three Friends,7.3
The Three Gamblers,5.6
Through Fire and Air,6.1
The Tide of Destiny,6.4
The Tie of the Blood,5.3
The Tiger,7.2
A Timely Interception,7.1
Tobias Wants Out,6.9
The Toll Gate Raiders,5.5
The Toll of the Marshes,6.0
The Tonopah Stampede for Gold,7.0
Tonto de la huerta,4.5
"Tony, the Fiddler",6.4
Toodleums,5.2
Toplitsky and Company,5.9
Tortures Within Prison Walls,6.6
A Tourada dos Casimiros,5.7
Traffic in Souls,7.2
Trampa y cartón,4.0
The Translation of a Savage,3.8
The Trap,7.3
Trapped in a Forest Fire,4.2
A Treacherous Shot,5.7
The Treasure of Desert Isle,6.0
A True Believer,6.9
True Chivalry,5.6
A Tudor Princess,5.6
The Turning Point,6.3
Two Lunatics,6.3
Two Men and a Woman,5.1
Two Men of the Desert,6.9
The Two Presidents,5.4
The Two Suffragettes,6.9
The Two Widows,5.1
"Two's Company, Three's a Crowd",4.9
The Last Days of Pompeii,4.7
Uncle Sam and His Suit,6.8
"Under the Daisies; or, As a Tale That Is Told",3.2
Under the Shadow of the Law,1.6
Ungarische Rhapsodie,6.8
Universal Trade Marks,5.1
An Unseen Terror,6.4
Until the Sea...,5.8
The Unwelcome Guest,4.6
An Unwritten Chapter,5.9
The Vampire,6.3
Vampyren,6.2
The Veiled Lady,7.3
A Venetian Night,8.0
The Vengeance of Galora,6.7
Der Verführte,7.6
Via Cabaret,6.0
The Vicar of Wakefield,6.4
The Vicar of Wakefield,5.7
Victory,7.3
A Virginia Feud,8.2
Volunteer Organist,5.8
The Vortex of Fate,4.8
The Voyage of the Bourrichon Family,6.6
Waifs,6.2
The Waiters' Picnic,5.9
The Wall of Money,6.3
The Wanderer,6.6
"Wanted, a Strong Hand",6.1
War in Turkey,3.5
The Way of a Mother,5.6
The Ways of Fate,5.3
The Web,7.2
The Wedding Gown,6.2
A Welcome Intruder,4.7
A Welded Friendship,3.9
The Well,5.1
The Werewolf,5.4
Whadya Mean You're Contended,5.9
What Papa Got,6.2
The Wheels of Destiny,5.4
When Dreams Come True,6.0
When Duty Calls,6.6
When Greek Meets Greek,4.3
When Jim Returned,5.2
When Love Is Young,5.8
When Luck Changes,7.0
When Mary Grew Up,5.1
When Soul Meets Soul,3.0
"When Women Go on the Warpath; or, Why Jonesville Went Dry",7.2
När larmklockan ljuder,5.0
When the Earth Trembled,5.7
When the Right Man Comes Along,6.8
Where Charity Begins,7.2
A Whiff of Onion,4.4
While John Bolt Slept,4.8
Who Will Marry Mary?,5.5
Who Is in the Box?,6.8
Who Is the Goat?,6.4
Why I Am Here,4.1
The Widow's Kids,4.2
The Widow's Suitors,6.5
A Wild Ride,6.1
Will Power,4.4
A Will and a Way,5.0
The Will of the People,7.6
Willie's Great Scheme,7.0
Wilson and the Broom,6.0
Wilson and the Hats,5.4
Wilson and the Tariffs,6.6
Wilson's Row Boat,7.3
A Wise Old Elephant,6.2
With General Pancho Villa in Mexico,6.8
With Her Rival's Help,6.5
With Love's Eyes,6.2
With the Eyes of the Blind,6.2
Where Is Coletti?,5.2
The Woman Haters,6.1
Women and War,8.4
The Woman and the Law,6.9
A Woman in the Ultimate,6.5
A Woman's Revenge,4.7
Woman: Past and Present,6.7
The Wood Nymph,5.3
A Woodland Paradise,6.7
The Wordless Message,5.7
The Worker,6.2
The Wreck,5.2
The Wrong Bottle,4.6
The Yaqui Cur,5.9
The Young Mrs. Eames,6.1
Youth and Jealousy,6.2
Zaragoza y sus monumentos,3.7
"Zuzu, the Band Leader",5.8
Äktenskapsbyrån,2.8
"The $5, 000, 000 Counterfeiting Plot",4.2
'Cross the Mexican Line,6.1
'Midst Woodland Shadows,3.6
'Round the World in 80 Days,6.0
'Twas the Night Before Christmas,7.0
0-18 or A Message from the Sky,6.5
A 300 éves ember,4.8
Absinthe,7.8
The Accomplished Mrs. Thompson,6.1
Across America by Motor Car,5.7
Across the Court,7.4
Across the Pacific,1.0
The Active Life of Dolly of the Dailies,4.9
Adoptivkind,6.5
The Adventures of Andy Clark,5.8
The Adventures of Buffalo Bill,3.9
The Adventures of Kitty Cobb,4.6
The Adventures of Pimple: Trilby,7.4
The Adventures of a Diplomatic Freelance,5.6
An Affair for the Police,5.2
After the Ball,5.6
Aftermath,7.5
The Alarm,5.8
El alcalde de Zalamea,3.2
Alexandra,6.9
Alexia o La niña del misterio,6.6
All at Sea,6.1
All's Well That Ends Well,7.3
Alone in New York,5.7
The Amateur Detective,5.9
Ambrose's First Falsehood,8.1
Ambrose's Little Hatchet,5.7
America,6.2
An American Citizen,4.4
Amigas siempre,7.3
Among the Mourners,5.8
Amor andaluz,5.7
Love of Perdition,5.8
Amor de pescadora,5.3
The Anglers,3.9
Anna Karenina,6.4
Another Chance,6.2
Another Tale,5.4
The Anti-Neurasthenic Trumpet,3.4
Apuntes de la fiesta de la flor,6.4
Golddigger,7.1
Aristocracy,6.5
Arme Eva,6.4
Arms and the Gringo,5.6
As Ye Sow,6.0
Ashes of Hope,6.9
Ashes of the Past,5.8
Assunta Spina,5.4
At Dawn,5.7
At the Cross Roads,5.0
The Attic Above,5.1
Auntie's Portrait,5.2
The Availing Prayer,3.3
The Avenging Conscience: or 'Thou Shalt Not Kill',6.3
The Aviator Spy,6.1
Baby's Ride,6.1
A Bachelor's Love Story,8.6
Mack at It Again,6.9
Back to Broadway,6.1
Back to the Farm,6.6
Back to the Kitchen,7.8
Badehotellet,5.8
Gentleman Burglar,5.9
The Baggage Smasher,6.8
Bandits of the Border Mine,5.8
The Banker's Daughter,5.8
The Barefoot Boy,5.0
The Bargain,6.0
Barnyard Flirtations,5.5
The Barrier of Ignorance,6.2
The Basilisk,6.7
The Bath,5.9
The Battle of Elderbush Gulch,6.4
Battle of Gettysgoat,5.8
The Battle of Love,5.3
The Battle of the Sexes,7.0
The Beast,5.5
The Beat of the Year,6.1
Beating Back,3.8
A becsapott újságíró,6.1
Behind the Scenes,7.1
Behind the Veil,4.8
La Belle Russe,6.3
The Belle of the School,6.0
The Bells of Rheims,5.5
The Beloved Adventurer,6.4
Beneath the Czar,6.3
The Better Man,5.2
The Better Way,5.3
Between Showers,8.2
The Billionaire,6.7
Billy's Ruse,4.9
The Birth of the Star Spangled Banner,6.3
The Blind Fiddler,7.2
Blood Will Tell,7.2
Det blaa vidunder,5.7
The Boer War,7.1
Bombs and Bangs,4.5
The Book of Nature,4.0
Born Again,4.7
The Borrowed Finery,5.5
The Bottom of the Sea,5.8
The Boundary Rider,6.4
A Boy and the Law,5.7
Bra flicka reder sig själv,6.8
A Brand New Hero,5.9
The Brand,7.3
Breed o' the Mountains,7.2
Brewster's Millions,6.2
Bright and Early,7.6
"Broncho Billy, Guardian",5.5
"Broncho Billy, Outlaw",7.0
Broncho Billy and the Bad Man,5.2
Broncho Billy and the Claim Jumpers,5.4
Broncho Billy and the Escaped Bandit,6.7
Broncho Billy and the Mine Shark,5.2
Broncho Billy and the Rattler,6.4
Broncho Billy and the Red Man,6.7
Broncho Billy and the Settler's Daughter,6.2
Broncho Billy and the Sheriff,7.1
Broncho Billy and the Sisters,5.7
Broncho Billy's Bible,7.1
Broncho Billy's Close Call,6.8
Broncho Billy's Cunning,6.2
Broncho Billy's Duty,5.2
Broncho Billy's Jealousy,6.0
Broncho Billy's Leap,6.8
Broncho Billy's Punishment,4.8
Broncho Billy's Sermon,5.3
Broncho Billy's True Love,5.6
The Brute,6.6
Buck Parvin in the Movies,6.6
Buddy's Downfall,7.6
Buddy's First Call,5.9
In the Days of the Thundering Herd,6.6
Bunny Buys a Harem,6.4
Bunny's Birthday,5.4
Bunny's Mistake,6.0
Bunny's Scheme,6.9
The Burden,5.9
The Burglar and the Lady,5.9
Burning Daylight: The Adventures of 'Burning Daylight' in Alaska,4.5
Burning Daylight: The Adventures of 'Burning Daylight' in Civilization,6.7
A Busy Day,4.9
By the Sun's Rays,6.8
Bánk bán,6.2
C.O.D.,7.0
Cabalgata de los mercados en Barcelona,8.3
El caballero Casarroja,5.1
The Cabaret Dancer,5.6
Cabiria,6.5
"Cactus Jake, Heart-Breaker",6.9
Calatayud en fiestas,8.4
The Call of the North,5.6
Called Back,7.0
The Calling of Jim Barton,4.4
El calvario de un héroe,7.3
Cameo Kirby,5.4
Captain Alvarez,6.3
The Captain Besley Expedition,7.1
Captain F.E. Kleinschmidt's Arctic Hunt,5.8
Captain Macklin,6.6
Captain Swift,6.9
The Capture of Aguinaldo,8.0
The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands,7.1
The Car of Death,5.3
Cardinal Richelieu's Ward,7.1
Catástrofe de Aguilón,6.8
Caught in a Cabaret,6.2
Caught in a Flue,6.9
Caught in the Rain,7.4
A Celebrated Case,6.0
Gentleman of the Room,6.4
Charlotte Corday,7.2
La chavala,6.5
The Chechako,2.3
Chicken Chaser,4.5
The Chimes,6.2
The Chimes,4.3
Chip of the Flying U,6.0
The Christian,6.6
Cinderella,6.7
A Circumstantial Nurse,6.8
The Circus Man,6.8
The City Beautiful,5.2
The City of Darkness,5.2
Classmates,6.2
Clothes,7.0
"Cocaine Traffic; or, the Drug Terror",6.4
The Colosseum in Films,6.8
Colonel Heeza Liar Shipwrecked,6.3
Colonel Heeza Liar in Mexico,6.5
Colonel Heeza Liar in the Wilderness,5.8
Colonel Heeza Liar's African Hunt,4.1
"Colonel Heeza Liar, Explorer",6.9
"Colonel Heeza Liar, Farmer",5.8
"Colonel Heeza Liar, Naturalist",6.1
A Colored Girl's Love,6.8
Comedy and Tragedy,6.7
The Coming Power,6.5
Common Beasts of Africa,6.2
The Conspiracy,4.8
The Conspirators,5.5
Corrida de toros en Valencia,6.8
The Corsair,6.4
The Countess Betty's Mine,7.1
The Countess,6.3
The Country Mouse,6.0
The County Chairman,6.0
The Courage of a Coward,4.9
The Coward and the Man,6.2
The Criminal Code,6.1
Crossed Wires,3.4
The Crucible,7.2
"Cruel, Cruel Love",6.4
Crushed,6.2
El cuervo del campamento,6.4
La cueva vengadora,6.8
The Cup Final Mystery,6.5
Cupid Incognito,5.8
Cupid Versus Money,3.8
Cursed by His Beauty,7.1
'Curses!' They Remarked,6.5
The Cynic,5.1
Damaged Goods,4.0
Damon and Pythias,7.1
Dan,6.2
The Dance of Death,7.0
Dance of the Vampire,5.4
The Dancer and the King,7.7
The Dancing Craze,5.9
La danza fatal,5.5
A Dark Lover's Play,5.2
A Daughter of Israel,6.4
The Daughters of Men,5.9
The Day of Days,7.3
The Decoy,7.0
The Den of Thieves,6.9
Detective Craig's Coup,6.9
The Detective Queen,6.0
La deuda del pasado,7.6
A Diamond in the Rough,6.9
The Diamond of Disaster,6.4
Diana's Dress Reform,5.6
Diego Corrientes,6.3
Discord and Harmony,8.2
The Dishonored Medal,6.7
Child of the Big City,7.0
Doc,6.2
Doc Yak Bowling,7.2
"Doc Yak, the Cartoonist",6.6
Doc Yak Plays Golf,6.7
Doc Yak and Santa Claus,6.7
Doc Yak and the Limited Train,7.6
"Doc Yak, the Poultryman",7.0
"Doc Yak, the Marksman",6.1
Doc Yak's Bottle,7.6
Doc Yak's Cats,4.9
Doc Yak's Temperance Lecture,6.6
Doc Yak's Wishes,6.7
Doc Yak's Zoo,6.4
"Doc Yak, Moving Picture Artist",6.4
Dodge City Trail,5.6
A Dog's Love,7.2
The Dollar Mark,5.8
Dope,8.2
Double Crossed,7.1
The Double Deception,6.1
The Double Shadow,5.4
Dough and Dynamite,6.2
Down by the Sounding Sea,8.0
Down the Hill to Creditville,5.2
Un drama en Aragón,7.1
Un drama en la montaña,5.6
A Dramatic Mistake,7.0
The Dream Woman,6.0
Judge Not,5.9
The Eagle's Mate,6.1
East Lynne in Bugville,6.1
Easy Money,4.8
La echadora de cartas,6.1
The Education of Mr. Pipp,7.6
The Egyptian Mummy,7.2
Elizabeth's Prayer,6.8
O Embarque das Tropas Expedicionárias para Angola e Moçambique,7.1
The Embezzler,5.6
En av de många,6.8
The End of the Feud,6.4
The Child of Paris,6.3
Engelein,7.1
England Expects,5.9
Enoch Arden,8.2
Entre ruinas,6.4
The Envoy Extraordinary,6.9
Erstarrte Liebe,4.8
The Escape,6.7
Escaped from Siberia,6.4
Etienne of the Glad Heart,4.9
Even Unto Death,6.6
Every Inch a King,5.3
The Evolution of Percival,6.8
As Expedições Portuguesas a África,6.5
The Exploits of Elaine,6.2
The Exposure,7.1
The Fable Proving That Spongers Are Found in a Drugstore,7.1
The Fable of Aggie and the Aggravated Attacks,6.9
The Fable of Higher Education That Was Too High for the Old Man,5.9
The Fable of How Uncle Brewster Was Too Shifty for the Tempter,6.2
"The Fable of Lutie, the False Alarm",5.5
The Fable of Napoleon and the Bumps,6.3
The Fable of One Samaritan Who Got Paralysis of the Helping Hand,7.6
The Fable of the 'Good Fairy',5.0
The Fable of the Adult Girl Who Got Busy,7.5
The Fable of the Author and the Dear Public and the Plate of Mush,6.2
The Fable of the Brash Drummer and the Nectarine,6.7
The Fable of the Bush League Lover Who Failed to Qualify,6.5
The Fable of the Busy Business Boy and the Droppers-in,5.6
The Fable of the Club Girls and the Four Times Veteran,4.6
The Fable of the Coming Champion Who Was Delayed,5.5
The Fable of the Difference Between Learning and Learning How,6.1
The Fable of the Family That Did Too Much for Nellie,7.3
The Fable of the Honeymoon That Tried to Come Back,6.5
The Fable of the Husband Who Showed Up and Did His Duty,6.8
The Fable of the Long Range Lover and the Lallypalooze,6.8
The Fable of the Manoeuvres of Joel and Father's Second Time on Earth,6.6
The Fable of the People's Choice Who Answered the Call of Duty and Took Seltzer,6.5
The Fable of the Regular Beanery and the Preachy Newcomer,6.7
The Fable of the Two Mandolin Players and the Willing Performer,6.0
The Face on the Barroom Floor,5.8
Facing the Gattling Guns,6.0
A Factory Magdalen,6.6
A Fair Rebel,7.4
A False Beauty,4.3
False Colors,7.1
Fantasma,6.4
Fantomas: The Mysterious Finger Print,6.6
The Fatal Black Bean,6.2
Their Fatal Bumping,6.4
A Fatal Flirtation,5.7
The Fatal Mallet,4.8
The Fatal Night,8.5
The Fatal Opal,5.8
Fate's Midnight Hour,6.4
The Fates and Flora Fourflush,7.3
A Father's Devotion,6.8
Father's Flirtation,6.6
Father's Timepiece,5.9
Fatty Again,6.4
Fatty and Minnie He-Haw,6.1
Fatty and the Heiress,6.0
Fatty's Debut,6.7
Fatty's Finish,3.9
Fatty's Gift,6.0
Fatty's Jonah Day,6.2
Fatty's Magic Pants,5.5
Fatty's Wine Party,4.6
Fatum,4.7
Fantômas: The False Magistrate,6.6
The Female Cop,5.5
La festa del Blat,2.4
Fiestas del Coso Blanco en Tarragona,6.0
The Fifth Man,6.3
"A Fight for Freedom; or, Exiled to Siberia",6.4
The Fight for the Great Black Diamond,5.4
Fighting Death,6.2
Loyalty,6.1
A Film Johnnie,4.4
The Finger of Destiny,4.8
Finger Prints,5.4
Finish,6.8
Fire and Sword,6.3
Fires of Conscience,4.3
The Perfect Thirty-Six,5.7
A Flash in the Dark,4.7
A Flirt's Mistake,5.4
The Flirt,6.7
The Flooding and Opening of the Panama Canal,2.1
The Floor Above,6.7
A Florida Enchantment,6.9
Florida Historic Scenes and Florida in Mid-Winter,6.5
The Flower of Faith,6.7
The Folly of Revenge,7.1
She Wanted a Car,5.8
A Fool and His Money,5.8
For Her Father's Sins,2.3
For His Master,5.3
For Those Unborn,6.7
For a Woman,5.3
"For the Honor of Old Glory; or, the Stars and Stripes in Mexico",5.6
The Forbidden Room,5.9
Forcing Dad's Consent,5.2
"Forgiven; or, the Jack of Diamonds",7.1
The Fortune Hunter,7.2
Four Minutes Late,4.1
Four Thirteen,6.3
Frederick the Great,6.4
Fridolín,6.2
The Fringe of War,5.6
Frou Frou,6.3
The Fruit of Evil,5.9
Miss Soapsuds,7.4
La fuerza del mal,6.9
Future Revealed by the Lines of the Feet,5.8
För sin kärleks skull,4.0
The Gamblers,6.2
A Gambling Rube,6.9
The Gangsters of New York,6.1
Gatans barn,7.2
Heilig recht,4.8
A Gentleman from Mississippi,5.5
Gentlemen of Nerve,8.1
Gertie the Dinosaur,6.0
Das Geschenk des Inders,6.3
Get Out and Get Under,5.6
A Fair Exchange,6.5
Getting Reuben Back,5.5
The Ghost Breaker,4.9
The Ghost,3.9
The Giants-White Sox Tour,6.5
The Girl from Prosperity,6.7
The Girl in Pants,6.5
A Girl of the People,6.8
The Girl of the Seasons,6.4
La gitanilla,4.4
Julius Caesar,6.3
A Glimpse of Los Angeles,6.7
Going Some,5.7
The Going of the White Swan,6.2
The Golem,6.8
A Good Little Devil,6.1
The Good-for-Nothing,6.4
Goodbye Summer,6.3
Goodness Gracious,6.3
The Governor's Ghost,3.8
Grand Opera in Rubeville,2.7
The Grand Passion,2.0
Grandes regatas en Barcelona,4.1
Granny,6.9
A Grateful Outcast,6.1
The Great Diamond Robbery,5.2
The Great Leap: Until Death Do Us Part,7.2
The Great Toe Mystery,6.2
The Greater Devotion,6.8
The Greedy Neighbor,6.0
The Green Rose,3.8
The Greyhound,5.1
Guardian of Virtue,5.4
The Gunman,6.5
A Gypsy Romance,5.4
Half Breed,5.9
"Ham, the Piano Mover",6.3
Hamlet,5.5
The Hand of Destiny,7.6
Happy-Go-Lucky,7.0
The Hazards of Helen,3.1
He Loved the Ladies,5.3
He Never Knew,4.0
Heart of the Hills,6.9
The Heart of the Night Wind,6.3
Hearts Adrift,5.8
Hearts United,2.8
Hearts and Clubs,7.1
Hearts and Diamonds,5.6
Hearts and Flowers,6.0
Hearts and Masks,7.1
Hearts of Oak,6.2
"Hello, Mabel",7.8
A Helpful Sisterhood,6.4
Sealed Orders,5.4
Her Awakening,5.8
Her Awakening,7.2
